avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,satisfaction,status,tenure,salary_numeric,last_evaluation_missing,department_IT,department_Missing,department_admin,department_engineering,department_finance,department_management,department_marketing,department_procurement,department_product,department_sales,department_support,salary_high,salary_low,salary_medium
194,0.0,0.534309122,5,0.0,0.969190798,0,2.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
200,0.0,0.425131894,5,0.0,0.565407294,0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
213,0.0,0.770463824,3,0.0,0.543262177,0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
163,0.0,0.905180515,3,0.0,0.93331322,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
148,0.0,0.473026924,2,0.0,0.443427764,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
245,0.0,0.506201223,2,0.0,0.454911642,0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
250,0.0,0.873045465,3,0.0,0.553442105,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
250,1.0,0.828825764,5,0.0,0.832955696,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
173,0.0,0.725963978,2,0.0,0.452392398,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
248,1.0,0.896942281,4,0.0,0.741786835,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
158,0.0,0.635545736,5,0.0,0.956238934,0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
196,0.0,0.840207779,4,0.0,0.468987246,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
265,0.0,0.626653132,3,0.0,0.90615931,0,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
159,0.0,0.86812102,3,0.0,0.961235399,0,3.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
262,0.0,0.907731549,5,0.0,0.972423058,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
175,0.0,0.403619418,3,0.0,0.284677296,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
278,0.0,0.777881167,7,0.0,0.114724687,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
248,0.0,0.85938383,5,0.0,0.933486377,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
275,0.0,0.52409506,3,0.0,0.63172969,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
258,0.0,0.866158287,5,0.0,0.293123235,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
253,0.0,1.0,5,0.0,0.852952126,1,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
165,0.0,0.643410637,4,0.0,0.161553642,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
269,1.0,0.76736907,3,0.0,0.248522035,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
148,0.0,0.538478484,2,0.0,0.467529517,1,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
156,1.0,0.950282238,4,0.0,0.672060063,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
274,1.0,0.811500421,4,0.0,0.839058814,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
196,1.0,1.0,3,0.0,0.705585359,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
146,1.0,0.358995978,3,0.0,0.623106482,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
274,0.0,0.489904811,2,0.0,0.666894022,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
139,0.0,0.519776983,2,0.0,0.37246341,1,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
132,0.0,0.437142716,4,0.0,0.63120029,0,3.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
231,1.0,0.615510631,5,0.0,0.23703056,0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
254,0.0,0.547034374,4,0.0,0.505421912,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
189,0.0,0.539467271,4,0.0,0.831444386,0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
104,0.0,0.789125351,5,0.0,0.780337176,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
254,0.0,0.870856423,4,0.0,0.82974563,1,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
253,0.0,0.557354737,5,0.0,0.729650605,0,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
170,0.0,0.661489035,2,0.0,0.486900105,0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
195,0.0,0.690941338,3,0.0,0.872122928,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
255,0.0,0.560749082,5,0.0,0.792703877,0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
194,0.0,0.864980948,4,0.0,0.547342771,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
260,0.0,0.879114108,5,0.0,0.789346881,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
212,1.0,0.420018285,4,0.0,0.371534724,0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
219,0.0,0.0,5,0.0,0.933851071,0,2.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
187,0.0,0.960285715,4,0.0,0.681413303,0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
252,0.0,0.778952707,4,0.0,0.770546468,0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
281,0.0,0.531936759,4,0.0,0.190744826,0,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
163,0.0,0.615938074,4,0.0,0.947393875,0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
155,0.0,0.897609839,3,0.0,0.94614471,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
208,0.0,0.60280758,4,1.0,0.894854283,0,7.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
280,0.0,0.948757982,6,0.0,0.152192723,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
137,0.0,0.874794039,3,0.0,1.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
242,0.0,0.931466717,4,0.0,0.63575761,0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
229,0.0,0.667988996,2,0.0,0.893746528,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
269,0.0,0.87432046,6,0.0,0.041301712,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
173,0.0,0.723364873,5,0.0,0.534218145,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
153,0.0,0.588430038,5,0.0,0.546394858,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
282,0.0,0.981290494,6,0.0,0.063589258,1,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233,0.0,0.543301857,4,0.0,0.581044903,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
275,0.0,0.396084595,3,0.0,0.218914617,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
179,0.0,0.568593437,3,0.0,0.716163505,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
195,0.0,0.836247906,5,0.0,0.783391447,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
206,0.0,0.582062894,2,0.0,0.784731507,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
239,0.0,0.919373591,4,0.0,0.829871872,1,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
208,1.0,0.816689814,4,0.0,0.834378675,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
150,0.0,0.676225844,3,0.0,0.292929572,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
219,0.0,0.0,4,0.0,0.873812695,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
172,0.0,0.0,5,0.0,0.326353372,1,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
201,0.0,0.725670905,3,0.0,0.750231784,0,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
222,0.0,0.964847579,5,1.0,0.889826977,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
228,0.0,1.0,2,0.0,0.248174994,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
198,0.0,0.954191046,2,0.0,0.583854409,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
146,0.0,0.505558308,2,0.0,0.420327396,1,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
219,0.0,0.88576585,6,0.0,0.29474173,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
257,0.0,0.831322416,5,0.0,0.995278007,0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
124,0.0,0.640118805,3,0.0,0.638738856,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
208,0.0,0.883595218,4,0.0,0.925668188,0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
129,0.0,0.402660372,2,0.0,0.437359473,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
259,0.0,0.80930227,3,0.0,0.463828674,0,2.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
142,0.0,0.555112083,3,0.0,0.682987766,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
238,0.0,0.926769785,3,0.0,0.875167875,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
239,0.0,0.915881389,4,0.0,0.882138138,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
152,0.0,0.619823018,2,0.0,0.524761713,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
248,0.0,0.672234591,3,0.0,0.718742747,0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
111,0.0,0.983301705,4,0.0,0.834831795,0,2.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
180,0.0,0.557827629,4,0.0,0.946873069,0,5.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
221,0.0,0.885106066,5,0.0,0.794340394,1,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
237,0.0,0.443884581,2,0.0,0.530736921,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
213,0.0,0.70083551,4,0.0,0.776922013,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
160,0.0,0.501879664,2,0.0,0.497401978,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
255,0.0,0.668790393,4,0.0,0.911823501,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
288,0.0,0.957495483,6,0.0,0.06848838,1,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
258,0.0,0.781828644,4,0.0,0.703745934,0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
199,0.0,0.81133575,4,0.0,0.737229323,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
256,0.0,0.407778539,3,0.0,0.633255106,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
305,0.0,0.845605427,6,0.0,0.10288247,1,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
185,0.0,0.921436202,5,0.0,0.567765322,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
185,0.0,0.662768618,4,0.0,0.573997862,0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
